,14728527130,14728527554,14728528103,14728528561,14728529006,14728532352,14728533458,14728534231,14728534897,14728535980,14728536843,14728540444,14728540747,14728541332
0,62029.53000000,62029.52000000,62024.55000000,62019.57000000,62018.76000000,62012.34000000,61995.00000000,62010.10000000,62015.89000000,62004.09000000,62010.10000000,61949.99000000,61949.99000000,61949.99000000
1,62029.54000000,62029.53000000,62024.56000000,62019.58000000,62019.59000000,62012.35000000,61995.01000000,62010.11000000,62018.83000000,62008.72000000,62010.11000000,61950.00000000,61950.00000000,61950.00000000
2,62029.54000000,62029.52000000,62024.55000000,62024.53000000,62022.79000000,62014.10000000,62013.33000000,62015.89000000,62018.82000000,62015.18000000,62010.10000000,61949.99000000,61949.99000000,61996.65000000
3,62029.53000000,62024.56000000,62019.58000000,62019.58000000,61964.33000000,61995.01000000,61995.01000000,62010.11000000,62002.74000000,62007.70000000,61947.37000000,61950.00000000,61950.00000000,61950.00000000
4,62029.52000000,62024.55000000,62019.57000000,62018.76000000,62012.34000000,61995.00000000,62010.10000000,62015.89000000,62004.92000000,62010.10000000,61949.99000000,61949.99000000,61949.99000000,61996.17000000
5,62029.53000000,62024.56000000,62019.58000000,62019.59000000,62012.35000000,61995.01000000,62010.11000000,62017.47000000,62008.72000000,62010.11000000,61950.00000000,61950.00000000,61950.00000000,61996.18000000
6,62029.52000000,62024.55000000,62019.57000000,62018.76000000,61956.32000000,61995.00000000,61995.00000000,62006.51000000,61994.26000000,62004.08000000,61947.36000000,61949.99000000,61949.99000000,61949.99000000
7,62034.03000000,62029.53000000,62024.56000000,62024.54000000,62022.80000000,62017.18000000,62013.34000000,62020.19000000,62020.11000000,62015.75000000,62010.11000000,61950.00000000,61950.00000000,62002.75000000
